Salesperson Key,Salesperson Name,Store Key,Tier,Hire Date,Employment Status,Termination Date,Tenure Years,Commission Rate
298,Mary Anderson,96,Cashier,2018-12-04 00:00:00,Terminated,2019-10-08 00:00:00,6.87,0.0175
299,Barbara Mitchell,96,Senior Ambassador,2023-10-10 00:00:00,Active,,2.02,0.035
300,Patricia Gonzalez,96,Cashier,2020-07-30 00:00:00,Active,,5.21,0.0175
301,Ryan Thompson,96,Lead,2020-01-27 00:00:00,Terminated,2022-01-10 00:00:00,5.72,0.06
302,Joshua Gomez,96,Cashier,2019-04-18 00:00:00,Active,,6.5,0.0175
303,Joseph Perez,96,Senior Ambassador,2023-01-06 00:00:00,Active,,2.78,0.035
304,Daniel Hall,404,Ambassador,2022-10-31 00:00:00,Terminated,2023-05-06 00:00:00,2.96,0.025
305,Eric Brown,404,Cashier,2021-09-28 00:00:00,Active,,4.05,0.015
306,Kevin Brown,404,Lead,2022-04-24 00:00:00,Active,,3.48,0.05
307,Sarah Green,404,Cashier,2024-05-18 00:00:00,Terminated,2025-02-23 00:00:00,1.41,0.0125
308,Larry Morgan,404,Ambassador,2023-10-14 00:00:00,Active,,2.01,0.025
309,Emma Kim,404,Senior Ambassador,2021-06-29 00:00:00,Terminated,2025-01-23 00:00:00,4.3,0.04
310,Helen Miller,404,Ambassador,2024-03-18 00:00:00,Terminated,2025-08-26 00:00:00,1.58,0.025
311,Thomas Roberts,404,Lead,2020-11-18 00:00:00,Terminated,2025-05-23 00:00:00,4.91,0.05
312,Richard Bailey,404,Ambassador,2021-04-25 00:00:00,Active,,4.48,0.03
313,Jeffrey Ortiz,404,Cashier,2017-10-22 00:00:00,Active,,7.98,0.0175
314,Emily Kelly,285,Senior Ambassador,2021-11-15 00:00:00,Terminated,2023-04-17 00:00:00,3.92,0.04
315,Patricia Evans,285,Cashier,2024-08-12 00:00:00,Active,,1.18,0.0125
316,Thomas King,285,Cashier,2020-05-01 00:00:00,Active,,5.46,0.0175
317,Angela Collins,285,Lead,2014-03-30 00:00:00,Active,,11.55,0.06
318,Eric Hall,285,Ambassador,2019-01-18 00:00:00,Active,,6.74,0.035
319,Jacob Young,285,Ambassador,2021-05-29 00:00:00,Terminated,2024-05-18 00:00:00,4.38,0.03
320,Robert Richardson,285,Cashier,2015-07-29 00:00:00,Active,,10.22,0.0175
321,Stephanie Adams,285,Senior Ambassador,2021-03-05 00:00:00,Active,,4.62,0.04
322,Matthew Ward,882,Ambassador,2021-06-25 00:00:00,Active,,4.31,0.03
323,Carol Perez,882,Cashier,2017-08-09 00:00:00,Active,,8.19,0.0175
324,Brenda Ramos,882,Lead,2015-10-25 00:00:00,Active,,9.98,0.06
325,William Morris,882,Cashier,2018-10-17 00:00:00,Active,,7.0,0.0175
326,Elizabeth Martin,882,Cashier,2016-06-12 00:00:00,Active,,9.34,0.0175
327,Matthew Kelly,882,Ambassador,2023-10-31 00:00:00,Active,,1.96,0.025
328,Nancy Torres,882,Cashier,2021-10-20 00:00:00,Active,,3.99,0.015
329,Linda Nguyen,882,Cashier,2023-10-28 00:00:00,Active,,1.97,0.0125
330,Justin Roberts,882,Ambassador,2020-09-11 00:00:00,Active,,5.1,0.035
331,Elizabeth Ward,882,Ambassador,2018-06-20 00:00:00,Active,,7.32,0.035
332,Karen Scott,882,Ambassador,2017-04-01 00:00:00,Active,,8.54,0.035
333,Paul Martin,394,Ambassador,2021-04-02 00:00:00,Active,,4.54,0.03
334,Gary Stewart,394,Cashier,2024-09-10 00:00:00,Active,,1.1,0.0125
335,Susan Cook,394,Cashier,2017-01-21 00:00:00,Active,,8.73,0.0175
336,Richard Roberts,394,Cashier,2025-01-21 00:00:00,Active,,0.73,0.01
337,Jessica White,394,Cashier,2024-07-28 00:00:00,Active,,1.22,0.0125
338,Andrew Wright,394,Cashier,2021-11-26 00:00:00,Active,,3.89,0.015
339,William Cox,394,Cashier,2012-11-04 00:00:00,Active,,12.95,0.0175
340,George Howard,394,Cashier,2017-01-09 00:00:00,Active,,8.77,0.0175
341,Shirley Campbell,149,Cashier,2025-06-09 00:00:00,Active,,0.35,0.01
342,Brenda Torres,149,Cashier,2022-08-15 00:00:00,Active,,3.17,0.015
343,Joseph Taylor,149,Ambassador,2020-09-16 00:00:00,Active,,5.08,0.035
344,Ronald Ramos,149,Ambassador,2022-10-18 00:00:00,Active,,3.0,0.03
345,Ronald Stewart,149,Ambassador,2022-06-19 00:00:00,Terminated,2025-01-08 00:00:00,3.33,0.03
346,Deborah Wright,33,Ambassador,2023-04-14 00:00:00,Active,,2.51,0.025
347,Edward Miller,33,Cashier,2018-06-19 00:00:00,Active,,7.33,0.0175
348,William Cooper,33,Cashier,2015-12-19 00:00:00,Active,,9.83,0.0175
349,Sarah Nelson,33,Cashier,2019-12-03 00:00:00,Active,,5.87,0.0175
350,James Stewart,33,Senior Ambassador,2014-11-28 00:00:00,Terminated,2021-01-10 00:00:00,10.88,0.045
351,Mark Lee,33,Cashier,2018-05-14 00:00:00,Terminated,2024-09-03 00:00:00,7.43,0.0175
352,Jessica Rodriguez,33,Ambassador,2024-11-25 00:00:00,Terminated,2025-09-03 00:00:00,0.89,0.02
353,Linda Garcia,33,Ambassador,2016-07-19 00:00:00,Active,,9.24,0.035
354,Emma Martin,33,Cashier,2021-02-27 00:00:00,Active,,4.63,0.015
355,Susan King,888,Cashier,2016-10-12 00:00:00,Active,,9.01,0.0175
356,Kimberly King,888,Cashier,2019-04-28 00:00:00,Active,,6.47,0.0175
357,Linda Carter,888,Cashier,2020-07-21 00:00:00,Active,,5.24,0.0175
358,Elizabeth Miller,888,Cashier,2024-02-24 00:00:00,Active,,1.64,0.0125
359,Emily Smith,888,Cashier,2024-10-30 00:00:00,Active,,0.96,0.01
360,Jonathan Reed,888,Ambassador,2016-08-29 00:00:00,Active,,9.13,0.035
361,Karen Martin,719,Cashier,2015-05-18 00:00:00,Active,,10.42,0.0175
362,Susan Hill,719,Ambassador,2016-07-14 00:00:00,Terminated,2024-06-02 00:00:00,9.26,0.035
363,Amanda Phillips,719,Cashier,2017-07-29 00:00:00,Active,,8.22,0.0175
364,Gary Diaz,719,Cashier,2019-11-17 00:00:00,Active,,5.91,0.0175
365,Shirley Martin,719,Ambassador,2021-03-05 00:00:00,Active,,4.62,0.03
366,James Green,719,Cashier,2015-09-19 00:00:00,Active,,10.08,0.0175
367,Sharon Walker,719,Cashier,2013-02-05 00:00:00,Active,,12.69,0.0175
368,Jessica Kim,719,Ambassador,2020-04-24 00:00:00,Terminated,2021-07-22 00:00:00,5.48,0.035
369,Lisa Lewis,719,Ambassador,2012-09-08 00:00:00,Terminated,2012-09-24 00:00:00,13.1,0.035
370,Steven Flores,719,Cashier,2023-01-16 00:00:00,Active,,2.75,0.0125
371,Barbara Rodriguez,719,Lead,2013-01-17 00:00:00,Terminated,2023-10-14 00:00:00,12.75,0.06
372,Brian Carter,799,Cashier,2014-11-28 00:00:00,Active,,10.88,0.0175
373,Joseph Flores,799,Cashier,2021-01-02 00:00:00,Terminated,2022-05-03 00:00:00,4.79,0.015
374,Gary Ramos,799,Ambassador,2024-05-07 00:00:00,Terminated,2025-05-11 00:00:00,1.44,0.025
375,Sharon Kim,799,Ambassador,2022-09-28 00:00:00,Active,,3.05,0.03
376,Amy Johnson,799,Ambassador,2015-10-15 00:00:00,Active,,10.0,0.035
377,Helen Allen,799,Cashier,2024-12-25 00:00:00,Active,,0.81,0.01
378,Joseph Cox,799,Cashier,2020-04-20 00:00:00,Active,,5.49,0.0175
379,Joshua Rogers,799,Cashier,2013-12-07 00:00:00,Active,,11.86,0.0175
380,Betty Murphy,818,Cashier,2022-04-20 00:00:00,Terminated,2022-11-26 00:00:00,3.49,0.015
381,Sharon Taylor,818,Ambassador,2021-01-27 00:00:00,Active,,4.72,0.03
382,Sarah Smith,818,Cashier,2021-08-30 00:00:00,Active,,4.13,0.015
383,Shirley Cook,818,Ambassador,2022-07-15 00:00:00,Active,,3.26,0.03
384,Jason Nelson,818,Cashier,2023-12-27 00:00:00,Terminated,2024-08-15 00:00:00,1.8,0.0125
385,Matthew Martinez,818,Ambassador,2020-12-23 00:00:00,Active,,4.81,0.03
386,Cynthia Gutierrez,170,Cashier,2021-10-19 00:00:00,Active,,3.99,0.015
387,Rebecca Ward,170,Cashier,2025-10-03 00:00:00,Terminated,2025-10-06 00:00:00,0.04,0.01
388,Joshua Carter,170,Cashier,2020-08-01 00:00:00,Active,,5.21,0.0175
389,Michelle Thomas,170,Ambassador,2018-07-29 00:00:00,Active,,7.22,0.035
390,Nicole Perez,170,Ambassador,2022-01-07 00:00:00,Active,,3.77,0.03
391,Sarah Edwards,170,Ambassador,2024-01-05 00:00:00,Active,,1.78,0.025
392,Timothy Wright,170,Cashier,2023-08-11 00:00:00,Active,,2.18,0.0125
393,Cynthia Robinson,170,Lead,2021-11-30 00:00:00,Terminated,2025-06-04 00:00:00,3.88,0.05
394,Richard White,630,Cashier,2017-11-01 00:00:00,Terminated,2023-03-26 00:00:00,7.96,0.0175
395,Nicole Robinson,630,Lead,2018-09-20 00:00:00,Active,,7.07,0.06
396,Brenda Brown,630,Ambassador,2018-02-26 00:00:00,Active,,7.64,0.035
397,Barbara Martinez,630,Cashier,2023-11-20 00:00:00,Active,,1.91,0.0125
398,James Jackson,630,Ambassador,2020-12-15 00:00:00,Terminated,2024-01-01 00:00:00,4.84,0.03
399,Ashley Allen,8,Cashier,2024-12-02 00:00:00,Active,,0.87,0.01
400,Matthew Thomas,8,Ambassador,2020-10-20 00:00:00,Active,,4.99,0.03
401,Emily Kim,8,Cashier,2017-08-23 00:00:00,Active,,8.15,0.0175
402,Joshua Hall,8,Ambassador,2017-08-06 00:00:00,Active,,8.19,0.035
403,Patricia Hall,8,Ambassador,2019-02-16 00:00:00,Active,,6.66,0.035
404,Angela Ward,8,Senior Ambassador,2016-09-17 00:00:00,Active,,9.08,0.045
405,Paul Hall,8,Lead,2016-11-08 00:00:00,Active,,8.94,0.06
406,Brenda Cook,8,Cashier,2017-08-28 00:00:00,Active,,8.13,0.0175
407,Dorothy Adams,8,Cashier,2019-10-31 00:00:00,Active,,5.96,0.0175
408,David Smith,8,Cashier,2024-09-04 00:00:00,Active,,1.11,0.0125
409,Steven Garcia,341,Cashier,2017-02-26 00:00:00,Active,,8.64,0.0175
410,Andrew Reyes,341,Cashier,2015-03-12 00:00:00,Terminated,2015-05-20 00:00:00,10.6,0.0175
411,Michelle King,341,Cashier,2015-10-11 00:00:00,Active,,10.02,0.0175
412,Sandra Green,341,Ambassador,2018-09-12 00:00:00,Active,,7.09,0.035
413,Justin Brown,341,Ambassador,2024-05-20 00:00:00,Active,,1.41,0.025
414,Steven Kim,341,Cashier,2016-07-10 00:00:00,Active,,9.27,0.0175
415,David Reed,341,Ambassador,2023-07-03 00:00:00,Terminated,2025-03-02 00:00:00,2.29,0.025
416,Nancy Garcia,341,Cashier,2020-11-16 00:00:00,Active,,4.91,0.015
417,Jacob Phillips,341,Cashier,2024-10-06 00:00:00,Active,,1.03,0.0125
418,Amanda Smith,341,Cashier,2023-08-23 00:00:00,Terminated,2024-09-30 00:00:00,2.15,0.0125
419,Paul Richardson,341,Senior Ambassador,2022-01-29 00:00:00,Terminated,2022-10-30 00:00:00,3.71,0.04
420,Nancy Sanchez,332,Ambassador,2017-03-29 00:00:00,Active,,8.55,0.035
421,Nicholas Cook,332,Cashier,2022-11-24 00:00:00,Active,,2.89,0.0125
422,Emma Nelson,332,Ambassador,2016-05-27 00:00:00,Terminated,2023-05-14 00:00:00,9.39,0.035
423,Gary Flores,332,Cashier,2023-03-17 00:00:00,Terminated,2024-12-10 00:00:00,2.59,0.0125
424,Paul Williams,332,Cashier,2021-05-08 00:00:00,Terminated,2023-02-03 00:00:00,4.44,0.015
425,Brenda Martin,332,Ambassador,2020-03-08 00:00:00,Terminated,2020-07-01 00:00:00,5.61,0.035
426,Timothy Ward,332,Ambassador,2024-02-11 00:00:00,Terminated,2025-09-24 00:00:00,1.68,0.025
427,Ashley King,332,Cashier,2020-07-22 00:00:00,Terminated,2021-07-14 00:00:00,5.24,0.0175
428,Stephanie Cooper,332,Cashier,2014-09-15 00:00:00,Terminated,2024-10-31 00:00:00,11.09,0.0175
429,Paul Kelly,332,Cashier,2015-07-25 00:00:00,Active,,10.23,0.0175
430,Margaret Thompson,332,Cashier,2024-05-19 00:00:00,Active,,1.41,0.0125
431,Lisa Rogers,525,Ambassador,2018-04-08 00:00:00,Active,,7.52,0.035
432,Christopher Reyes,525,Cashier,2018-10-20 00:00:00,Active,,6.99,0.0175
433,Karen Phillips,525,Ambassador,2016-06-25 00:00:00,Active,,9.31,0.035
434,Thomas Evans,525,Senior Ambassador,2022-02-13 00:00:00,Active,,3.67,0.04
435,Linda Lee,525,Cashier,2022-02-07 00:00:00,Active,,3.69,0.015
436,Timothy Jackson,525,Cashier,2023-09-06 00:00:00,Terminated,2024-08-01 00:00:00,2.11,0.0125
437,Jonathan Thomas,525,Cashier,2021-03-10 00:00:00,Active,,4.6,0.015
438,Deborah Kim,909,Cashier,2023-02-08 00:00:00,Active,,2.69,0.0125
439,Dorothy Morales,909,Cashier,2024-10-16 00:00:00,Active,,1.0,0.0125
440,Dorothy Rogers,909,Ambassador,2021-05-29 00:00:00,Active,,4.38,0.03
441,Donna Edwards,909,Cashier,2025-02-20 00:00:00,Terminated,2025-03-16 00:00:00,0.65,0.01
442,Edward Lewis,909,Ambassador,2019-09-05 00:00:00,Terminated,2023-10-02 00:00:00,6.11,0.035
443,Brandon Phillips,909,Cashier,2022-09-09 00:00:00,Active,,3.1,0.015
444,Timothy Anderson,909,Cashier,2025-08-25 00:00:00,Active,,0.14,0.01
445,Larry Carter,909,Ambassador,2020-12-13 00:00:00,Active,,4.84,0.03
446,Matthew Ramirez,909,Cashier,2023-08-09 00:00:00,Terminated,2025-02-23 00:00:00,2.19,0.0125
447,James Thomas,909,Cashier,2022-02-12 00:00:00,Active,,3.67,0.015
448,Jeffrey Gonzalez,784,Cashier,2019-11-18 00:00:00,Active,,5.91,0.0175
449,Stephanie Rogers,784,Ambassador,2022-03-15 00:00:00,Active,,3.59,0.03
450,Jessica Lee,784,Ambassador,2021-07-29 00:00:00,Terminated,2022-04-17 00:00:00,4.22,0.03
451,Carol Murphy,784,Senior Ambassador,2023-06-21 00:00:00,Active,,2.32,0.035
452,Nancy Richardson,784,Cashier,2024-10-29 00:00:00,Active,,0.96,0.01
453,Amy Bailey,784,Cashier,2025-03-10 00:00:00,Active,,0.6,0.01
454,Justin Collins,784,Cashier,2023-11-24 00:00:00,Active,,1.9,0.0125
455,Michael Ortiz,784,Senior Ambassador,2019-09-29 00:00:00,Active,,6.05,0.045
456,Daniel Torres,784,Cashier,2020-09-17 00:00:00,Active,,5.08,0.0175
457,Kenneth Howard,784,Ambassador,2021-12-09 00:00:00,Active,,3.85,0.03
458,Barbara Martin,784,Ambassador,2021-05-31 00:00:00,Active,,4.38,0.03
459,Sandra Reed,27,Ambassador,2024-11-09 00:00:00,Active,,0.93,0.02
460,Anna Rodriguez,27,Cashier,2014-02-23 00:00:00,Active,,11.64,0.0175
461,Donald Hernandez,27,Ambassador,2012-09-04 00:00:00,Active,,13.11,0.035
462,Brian Anderson,27,Senior Ambassador,2017-04-25 00:00:00,Active,,8.48,0.045
463,Andrew Gonzalez,27,Senior Ambassador,2012-09-07 00:00:00,Active,,13.11,0.045
464,Kenneth Thompson,27,Cashier,2015-09-09 00:00:00,Active,,10.1,0.0175
465,James Parker,27,Ambassador,2020-02-25 00:00:00,Active,,5.64,0.035
466,Kevin Campbell,847,Lead,2020-09-04 00:00:00,Active,,5.11,0.06
467,Brandon Johnson,847,Cashier,2020-08-08 00:00:00,Active,,5.19,0.0175
468,Cynthia Smith,847,Ambassador,2019-12-09 00:00:00,Active,,5.85,0.035
469,Thomas Nguyen,847,Cashier,2023-06-02 00:00:00,Terminated,2025-04-13 00:00:00,2.37,0.0125
470,Rebecca Morales,847,Cashier,2023-08-15 00:00:00,Active,,2.17,0.0125
471,Mary Hernandez,847,Cashier,2023-03-02 00:00:00,Active,,2.63,0.0125
472,Mary Johnson,400,Ambassador,2016-05-04 00:00:00,Active,,9.45,0.035
473,Nicholas Taylor,400,Cashier,2021-04-03 00:00:00,Active,,4.54,0.015
474,Emma Green,400,Senior Ambassador,2021-07-24 00:00:00,Active,,4.23,0.04
475,Joshua Nguyen,400,Cashier,2024-03-22 00:00:00,Active,,1.57,0.0125
476,Anna Mitchell,400,Cashier,2024-01-18 00:00:00,Active,,1.74,0.0125
477,Patricia Garcia,400,Ambassador,2019-11-16 00:00:00,Active,,5.92,0.035
478,Mark Brown,400,Cashier,2022-10-09 00:00:00,Terminated,2023-02-17 00:00:00,3.02,0.015
479,Sarah Campbell,400,Cashier,2023-09-07 00:00:00,Active,,2.11,0.0125
480,Jonathan Wilson,34,Cashier,2015-02-11 00:00:00,Active,,10.68,0.0175
481,Robert Lee,34,Lead,2015-08-21 00:00:00,Active,,10.16,0.06
482,Thomas Young,34,Cashier,2015-12-24 00:00:00,Terminated,2017-05-04 00:00:00,9.81,0.0175
483,Dorothy Anderson,34,Ambassador,2024-04-24 00:00:00,Active,,1.48,0.025
484,Donna Sanchez,34,Ambassador,2021-07-11 00:00:00,Active,,4.27,0.03
485,Joshua Thomas,34,Senior Ambassador,2022-09-19 00:00:00,Active,,3.08,0.04
486,Andrew Howard,617,Senior Ambassador,2017-12-18 00:00:00,Terminated,2022-05-03 00:00:00,7.83,0.045
487,William Perez,617,Senior Ambassador,2014-10-12 00:00:00,Terminated,2019-06-22 00:00:00,11.01,0.045
488,Matthew Robinson,617,Ambassador,2021-01-14 00:00:00,Terminated,2023-03-26 00:00:00,4.75,0.03
489,Cynthia Ramirez,617,Cashier,2025-10-07 00:00:00,Terminated,2025-10-11 00:00:00,0.03,0.01
490,Steven Walker,617,Lead,2021-10-20 00:00:00,Active,,3.99,0.05
491,Matthew Rogers,617,Ambassador,2020-10-13 00:00:00,Active,,5.01,0.035
492,Matthew Rodriguez,617,Ambassador,2014-01-01 00:00:00,Terminated,2018-12-28 00:00:00,11.79,0.035
493,Angela Carter,617,Cashier,2020-06-18 00:00:00,Active,,5.33,0.0175
494,Karen Cook,617,Ambassador,2022-11-19 00:00:00,Active,,2.91,0.025
495,Joshua Lopez,617,Cashier,2023-05-29 00:00:00,Terminated,2023-11-22 00:00:00,2.39,0.0125
496,Andrew White,845,Cashier,2025-06-25 00:00:00,Active,,0.31,0.01
497,Stephen Miller,845,Cashier,2019-02-11 00:00:00,Active,,6.68,0.0175
498,Charles Reyes,845,Ambassador,2019-03-14 00:00:00,Active,,6.59,0.035
499,Elizabeth Johnson,845,Ambassador,2019-10-04 00:00:00,Active,,6.03,0.035
500,Andrew Lee,845,Cashier,2024-12-15 00:00:00,Terminated,2025-09-28 00:00:00,0.84,0.01
501,Larry Parker,845,Cashier,2020-03-16 00:00:00,Active,,5.59,0.0175
502,Cynthia Ramos,845,Cashier,2018-03-29 00:00:00,Terminated,2021-07-11 00:00:00,7.55,0.0175
503,Laura Diaz,845,Ambassador,2022-12-17 00:00:00,Terminated,2024-10-10 00:00:00,2.83,0.025
504,Scott Taylor,641,Ambassador,2020-09-17 00:00:00,Active,,5.08,0.035
505,Daniel Cooper,641,Cashier,2016-11-18 00:00:00,Active,,8.91,0.0175
506,Richard Ward,641,Lead,2022-02-27 00:00:00,Active,,3.63,0.05
507,Ashley Jackson,641,Senior Ambassador,2016-03-01 00:00:00,Active,,9.63,0.045
508,Larry Sanchez,641,Cashier,2025-06-17 00:00:00,Active,,0.33,0.01
509,Justin Wilson,641,Ambassador,2021-06-24 00:00:00,Active,,4.31,0.03
510,Joshua Cooper,641,Ambassador,2023-02-11 00:00:00,Terminated,2023-09-29 00:00:00,2.68,0.025
511,Andrew Garcia,641,Ambassador,2018-03-31 00:00:00,Active,,7.55,0.035
512,Susan Smith,641,Cashier,2016-10-18 00:00:00,Active,,8.99,0.0175
513,Rebecca Gutierrez,641,Ambassador,2017-05-04 00:00:00,Active,,8.45,0.035
514,Joseph Smith,763,Cashier,2022-12-04 00:00:00,Active,,2.87,0.0125
515,Susan Jackson,763,Ambassador,2022-06-20 00:00:00,Active,,3.32,0.03
516,Mary Campbell,763,Cashier,2024-12-12 00:00:00,Active,,0.84,0.01
517,Donna Collins,763,Cashier,2019-03-23 00:00:00,Active,,6.57,0.0175
518,Richard Perez,763,Ambassador,2022-12-04 00:00:00,Active,,2.87,0.025
519,Robert Green,763,Ambassador,2015-06-23 00:00:00,Active,,10.32,0.035
520,Ryan Perez,763,Ambassador,2018-04-22 00:00:00,Active,,7.49,0.035
521,Stephanie Harris,763,Cashier,2018-07-08 00:00:00,Active,,7.27,0.0175
522,Elizabeth Thomas,763,Cashier,2025-04-01 00:00:00,Active,,0.54,0.01
523,Donald Cooper,763,Cashier,2022-10-16 00:00:00,Terminated,2023-02-16 00:00:00,3.0,0.015
524,James Wright,500,Cashier,2019-09-03 00:00:00,Terminated,2022-01-31 00:00:00,6.12,0.0175
525,Michelle Martin,500,Ambassador,2014-02-19 00:00:00,Active,,11.66,0.035
526,Michelle Flores,500,Senior Ambassador,2018-06-17 00:00:00,Active,,7.33,0.045
527,Deborah Nelson,500,Ambassador,2022-08-01 00:00:00,Active,,3.21,0.03
528,Michael Thompson,500,Ambassador,2016-12-05 00:00:00,Active,,8.86,0.035
529,Larry Gutierrez,500,Cashier,2023-04-26 00:00:00,Active,,2.48,0.0125
530,Emily Wilson,966,Ambassador,2022-06-30 00:00:00,Active,,3.3,0.03
531,Amanda Jackson,966,Cashier,2022-04-11 00:00:00,Active,,3.52,0.015
532,Christopher Cox,966,Cashier,2023-05-31 00:00:00,Terminated,2023-10-06 00:00:00,2.38,0.0125
533,Jacob King,966,Cashier,2020-07-15 00:00:00,Terminated,2022-11-27 00:00:00,5.25,0.0175
534,Kathleen Hernandez,966,Cashier,2023-11-29 00:00:00,Active,,1.88,0.0125
535,Richard Walker,966,Cashier,2025-02-23 00:00:00,Terminated,2025-02-25 00:00:00,0.64,0.01
536,Kathleen Lewis,966,Cashier,2020-07-14 00:00:00,Terminated,2024-03-28 00:00:00,5.26,0.0175
537,Brandon Davis,241,Cashier,2017-04-26 00:00:00,Terminated,2021-04-10 00:00:00,8.47,0.0175
538,Susan Hall,241,Ambassador,2023-04-23 00:00:00,Active,,2.48,0.025
539,Pamela Howard,241,Ambassador,2023-07-30 00:00:00,Active,,2.22,0.025
540,Angela Bailey,241,Ambassador,2013-03-09 00:00:00,Active,,12.61,0.035
541,Gary Turner,241,Ambassador,2019-05-23 00:00:00,Active,,6.4,0.035
542,Brian Cruz,177,Ambassador,2018-07-20 00:00:00,Active,,7.24,0.035
543,Jennifer Wilson,177,Ambassador,2017-07-26 00:00:00,Terminated,2024-07-21 00:00:00,8.22,0.035
544,Emily Rivera,177,Ambassador,2017-08-06 00:00:00,Active,,8.19,0.035
545,Christopher Green,177,Cashier,2023-09-23 00:00:00,Active,,2.06,0.0125
546,Larry Rodriguez,177,Senior Ambassador,2018-10-05 00:00:00,Terminated,2025-08-23 00:00:00,7.03,0.045
547,Cynthia Rodriguez,177,Senior Ambassador,2021-09-15 00:00:00,Active,,4.09,0.04
548,Justin Wright,177,Cashier,2020-12-11 00:00:00,Active,,4.85,0.015
549,Anthony Nelson,177,Lead,2021-01-21 00:00:00,Active,,4.73,0.05
550,Laura Morris,177,Lead,2018-08-24 00:00:00,Terminated,2018-10-26 00:00:00,7.15,0.06
551,Jessica Thomas,177,Ambassador,2024-05-22 00:00:00,Active,,1.4,0.025
552,Jonathan Peterson,177,Senior Ambassador,2018-05-07 00:00:00,Active,,7.44,0.045
553,Amy White,305,Ambassador,2024-09-04 00:00:00,Active,,1.11,0.025
554,Nicole Thompson,305,Cashier,2016-10-17 00:00:00,Active,,9.0,0.0175
555,Kevin King,305,Cashier,2016-10-08 00:00:00,Terminated,2025-02-19 00:00:00,9.02,0.0175
556,Angela Lee,305,Cashier,2022-04-10 00:00:00,Active,,3.52,0.015
557,John Bailey,305,Ambassador,2019-09-04 00:00:00,Active,,6.12,0.035
558,Brian King,305,Senior Ambassador,2012-10-24 00:00:00,Active,,12.98,0.045
559,Robert Martin,305,Senior Ambassador,2023-06-08 00:00:00,Active,,2.36,0.035
560,Cynthia Rivera,305,Lead,2017-05-29 00:00:00,Active,,8.38,0.06
561,Stephen Reyes,537,Lead,2018-03-06 00:00:00,Active,,7.61,0.06
562,Carol Davis,537,Cashier,2024-06-22 00:00:00,Active,,1.32,0.0125
563,Dorothy Rodriguez,537,Cashier,2019-09-20 00:00:00,Active,,6.07,0.0175
564,Nancy Moore,537,Cashier,2018-09-14 00:00:00,Active,,7.09,0.0175
565,Karen Turner,537,Cashier,2022-11-14 00:00:00,Active,,2.92,0.0125
566,Amy Harris,537,Cashier,2019-04-05 00:00:00,Terminated,2022-05-25 00:00:00,6.53,0.0175
567,Eric Young,537,Cashier,2024-08-14 00:00:00,Active,,1.17,0.0125
568,Paul Nguyen,537,Cashier,2025-01-27 00:00:00,Active,,0.72,0.01
569,Deborah Morales,537,Cashier,2019-11-20 00:00:00,Active,,5.91,0.0175
570,Andrew Kelly,657,Ambassador,2022-02-03 00:00:00,Active,,3.7,0.03
571,Emma Edwards,657,Cashier,2025-02-15 00:00:00,Active,,0.67,0.01
572,Brenda Richardson,657,Ambassador,2023-03-12 00:00:00,Active,,2.6,0.025
573,Laura Lee,657,Senior Ambassador,2021-03-17 00:00:00,Active,,4.58,0.04
574,Lisa Baker,657,Cashier,2020-02-23 00:00:00,Terminated,2021-01-30 00:00:00,5.65,0.0175
575,Christopher Taylor,657,Lead,2020-05-07 00:00:00,Active,,5.44,0.06
576,Mark Thompson,657,Cashier,2025-05-11 00:00:00,Active,,0.43,0.01
577,Joshua Stewart,657,Ambassador,2020-06-09 00:00:00,Active,,5.35,0.035
578,Cynthia Adams,657,Cashier,2024-03-09 00:00:00,Active,,1.6,0.0125
579,Ryan Jackson,584,Cashier,2014-07-22 00:00:00,Active,,11.24,0.0175
580,Kenneth Smith,584,Cashier,2023-02-17 00:00:00,Active,,2.66,0.0125
581,Mark Hall,584,Lead,2015-11-16 00:00:00,Active,,9.92,0.06
582,Michelle Brown,584,Ambassador,2025-07-29 00:00:00,Active,,0.22,0.02
583,Dorothy Moore,584,Cashier,2014-02-17 00:00:00,Active,,11.66,0.0175
584,Ronald Ramirez,584,Ambassador,2019-03-13 00:00:00,Active,,6.6,0.035
585,James Anderson,584,Cashier,2024-05-14 00:00:00,Terminated,2025-05-08 00:00:00,1.42,0.0125
586,Stephen Stewart,584,Ambassador,2024-03-21 00:00:00,Active,,1.57,0.025
587,Kenneth Bailey,584,Ambassador,2023-05-14 00:00:00,Active,,2.43,0.025
588,Ashley Sanchez,584,Ambassador,2019-10-05 00:00:00,Active,,6.03,0.035
589,Elizabeth Cooper,302,Ambassador,2017-07-01 00:00:00,Active,,8.29,0.035
590,Elizabeth Flores,302,Cashier,2024-11-28 00:00:00,Active,,0.88,0.01
591,Lisa Sanchez,302,Cashier,2017-09-20 00:00:00,Active,,8.07,0.0175
592,Amanda Rogers,302,Senior Ambassador,2021-01-10 00:00:00,Active,,4.76,0.04
593,Anthony Jackson,302,Cashier,2022-01-12 00:00:00,Active,,3.76,0.015
594,Helen Rogers,302,Ambassador,2019-01-11 00:00:00,Active,,6.76,0.035
595,John Clark,302,Cashier,2023-08-19 00:00:00,Terminated,2024-06-27 00:00:00,2.16,0.0125
596,James Davis,302,Cashier,2018-09-02 00:00:00,Active,,7.12,0.0175
597,Linda Collins,302,Ambassador,2023-02-14 00:00:00,Active,,2.67,0.025
