Employee Key,Employee Name,Employee Type,Store Key,Store Area,Store Region,Reports To Key,Hire Date,Employment Status,Termination Date,Tenure Years,Compensation Type,Commission Rate,Annual Salary
464,Kenneth Thompson,Cashier,27.0,,,1697,2015-09-09 00:00:00,Active,,10.1,Commission,0.0175,
465,James Parker,Ambassador,27.0,,,1697,2020-02-25 00:00:00,Active,,5.64,Commission,0.035,
466,Kevin Campbell,Lead,847.0,,,1698,2020-09-04 00:00:00,Active,,5.11,Commission,0.06,
467,Brandon Johnson,Cashier,847.0,,,1698,2020-08-08 00:00:00,Active,,5.19,Commission,0.0175,
468,Cynthia Smith,Ambassador,847.0,,,1698,2019-12-09 00:00:00,Active,,5.85,Commission,0.035,
469,Thomas Nguyen,Cashier,847.0,,,1698,2023-06-02 00:00:00,Terminated,2025-04-13 00:00:00,2.37,Commission,0.0125,
470,Rebecca Morales,Cashier,847.0,,,1698,2023-08-15 00:00:00,Active,,2.17,Commission,0.0125,
471,Mary Hernandez,Cashier,847.0,,,1698,2023-03-02 00:00:00,Active,,2.63,Commission,0.0125,
472,Mary Johnson,Ambassador,400.0,,,1699,2016-05-04 00:00:00,Active,,9.45,Commission,0.035,
473,Nicholas Taylor,Cashier,400.0,,,1699,2021-04-03 00:00:00,Active,,4.54,Commission,0.015,
474,Emma Green,Senior Ambassador,400.0,,,1699,2021-07-24 00:00:00,Active,,4.23,Commission,0.04,
475,Joshua Nguyen,Cashier,400.0,,,1699,2024-03-22 00:00:00,Active,,1.57,Commission,0.0125,
476,Anna Mitchell,Cashier,400.0,,,1699,2024-01-18 00:00:00,Active,,1.74,Commission,0.0125,
477,Patricia Garcia,Ambassador,400.0,,,1699,2019-11-16 00:00:00,Active,,5.92,Commission,0.035,
478,Mark Brown,Cashier,400.0,,,1699,2022-10-09 00:00:00,Terminated,2023-02-17 00:00:00,3.02,Commission,0.015,
479,Sarah Campbell,Cashier,400.0,,,1699,2023-09-07 00:00:00,Active,,2.11,Commission,0.0125,
480,Jonathan Wilson,Cashier,34.0,,,1700,2015-02-11 00:00:00,Active,,10.68,Commission,0.0175,
481,Robert Lee,Lead,34.0,,,1700,2015-08-21 00:00:00,Active,,10.16,Commission,0.06,
482,Thomas Young,Cashier,34.0,,,1700,2015-12-24 00:00:00,Terminated,2017-05-04 00:00:00,9.81,Commission,0.0175,
483,Dorothy Anderson,Ambassador,34.0,,,1700,2024-04-24 00:00:00,Active,,1.48,Commission,0.025,
484,Donna Sanchez,Ambassador,34.0,,,1700,2021-07-11 00:00:00,Active,,4.27,Commission,0.03,
485,Joshua Thomas,Senior Ambassador,34.0,,,1700,2022-09-19 00:00:00,Active,,3.08,Commission,0.04,
486,Andrew Howard,Senior Ambassador,617.0,,,1701,2017-12-18 00:00:00,Terminated,2022-05-03 00:00:00,7.83,Commission,0.045,
487,William Perez,Senior Ambassador,617.0,,,1701,2014-10-12 00:00:00,Terminated,2019-06-22 00:00:00,11.01,Commission,0.045,
488,Matthew Robinson,Ambassador,617.0,,,1701,2021-01-14 00:00:00,Terminated,2023-03-26 00:00:00,4.75,Commission,0.03,
489,Cynthia Ramirez,Cashier,617.0,,,1701,2025-10-07 00:00:00,Terminated,2025-10-11 00:00:00,0.03,Commission,0.01,
490,Steven Walker,Lead,617.0,,,1701,2021-10-20 00:00:00,Active,,3.99,Commission,0.05,
491,Matthew Rogers,Ambassador,617.0,,,1701,2020-10-13 00:00:00,Active,,5.01,Commission,0.035,
492,Matthew Rodriguez,Ambassador,617.0,,,1701,2014-01-01 00:00:00,Terminated,2018-12-28 00:00:00,11.79,Commission,0.035,
493,Angela Carter,Cashier,617.0,,,1701,2020-06-18 00:00:00,Active,,5.33,Commission,0.0175,
494,Karen Cook,Ambassador,617.0,,,1701,2022-11-19 00:00:00,Active,,2.91,Commission,0.025,
495,Joshua Lopez,Cashier,617.0,,,1701,2023-05-29 00:00:00,Terminated,2023-11-22 00:00:00,2.39,Commission,0.0125,
496,Andrew White,Cashier,845.0,,,1702,2025-06-25 00:00:00,Active,,0.31,Commission,0.01,
497,Stephen Miller,Cashier,845.0,,,1702,2019-02-11 00:00:00,Active,,6.68,Commission,0.0175,
498,Charles Reyes,Ambassador,845.0,,,1702,2019-03-14 00:00:00,Active,,6.59,Commission,0.035,
499,Elizabeth Johnson,Ambassador,845.0,,,1702,2019-10-04 00:00:00,Active,,6.03,Commission,0.035,
500,Andrew Lee,Cashier,845.0,,,1702,2024-12-15 00:00:00,Terminated,2025-09-28 00:00:00,0.84,Commission,0.01,
501,Larry Parker,Cashier,845.0,,,1702,2020-03-16 00:00:00,Active,,5.59,Commission,0.0175,
502,Cynthia Ramos,Cashier,845.0,,,1702,2018-03-29 00:00:00,Terminated,2021-07-11 00:00:00,7.55,Commission,0.0175,
503,Laura Diaz,Ambassador,845.0,,,1702,2022-12-17 00:00:00,Terminated,2024-10-10 00:00:00,2.83,Commission,0.025,
504,Scott Taylor,Ambassador,641.0,,,1703,2020-09-17 00:00:00,Active,,5.08,Commission,0.035,
505,Daniel Cooper,Cashier,641.0,,,1703,2016-11-18 00:00:00,Active,,8.91,Commission,0.0175,
506,Richard Ward,Lead,641.0,,,1703,2022-02-27 00:00:00,Active,,3.63,Commission,0.05,
507,Ashley Jackson,Senior Ambassador,641.0,,,1703,2016-03-01 00:00:00,Active,,9.63,Commission,0.045,
508,Larry Sanchez,Cashier,641.0,,,1703,2025-06-17 00:00:00,Active,,0.33,Commission,0.01,
509,Justin Wilson,Ambassador,641.0,,,1703,2021-06-24 00:00:00,Active,,4.31,Commission,0.03,
510,Joshua Cooper,Ambassador,641.0,,,1703,2023-02-11 00:00:00,Terminated,2023-09-29 00:00:00,2.68,Commission,0.025,
511,Andrew Garcia,Ambassador,641.0,,,1703,2018-03-31 00:00:00,Active,,7.55,Commission,0.035,
512,Susan Smith,Cashier,641.0,,,1703,2016-10-18 00:00:00,Active,,8.99,Commission,0.0175,
513,Rebecca Gutierrez,Ambassador,641.0,,,1703,2017-05-04 00:00:00,Active,,8.45,Commission,0.035,
514,Joseph Smith,Cashier,763.0,,,1704,2022-12-04 00:00:00,Active,,2.87,Commission,0.0125,
515,Susan Jackson,Ambassador,763.0,,,1704,2022-06-20 00:00:00,Active,,3.32,Commission,0.03,
516,Mary Campbell,Cashier,763.0,,,1704,2024-12-12 00:00:00,Active,,0.84,Commission,0.01,
517,Donna Collins,Cashier,763.0,,,1704,2019-03-23 00:00:00,Active,,6.57,Commission,0.0175,
518,Richard Perez,Ambassador,763.0,,,1704,2022-12-04 00:00:00,Active,,2.87,Commission,0.025,
519,Robert Green,Ambassador,763.0,,,1704,2015-06-23 00:00:00,Active,,10.32,Commission,0.035,
520,Ryan Perez,Ambassador,763.0,,,1704,2018-04-22 00:00:00,Active,,7.49,Commission,0.035,
521,Stephanie Harris,Cashier,763.0,,,1704,2018-07-08 00:00:00,Active,,7.27,Commission,0.0175,
522,Elizabeth Thomas,Cashier,763.0,,,1704,2025-04-01 00:00:00,Active,,0.54,Commission,0.01,
523,Donald Cooper,Cashier,763.0,,,1704,2022-10-16 00:00:00,Terminated,2023-02-16 00:00:00,3.0,Commission,0.015,
524,James Wright,Cashier,500.0,,,1705,2019-09-03 00:00:00,Terminated,2022-01-31 00:00:00,6.12,Commission,0.0175,
525,Michelle Martin,Ambassador,500.0,,,1705,2014-02-19 00:00:00,Active,,11.66,Commission,0.035,
526,Michelle Flores,Senior Ambassador,500.0,,,1705,2018-06-17 00:00:00,Active,,7.33,Commission,0.045,
527,Deborah Nelson,Ambassador,500.0,,,1705,2022-08-01 00:00:00,Active,,3.21,Commission,0.03,
528,Michael Thompson,Ambassador,500.0,,,1705,2016-12-05 00:00:00,Active,,8.86,Commission,0.035,
529,Larry Gutierrez,Cashier,500.0,,,1705,2023-04-26 00:00:00,Active,,2.48,Commission,0.0125,
530,Emily Wilson,Ambassador,966.0,,,1706,2022-06-30 00:00:00,Active,,3.3,Commission,0.03,
531,Amanda Jackson,Cashier,966.0,,,1706,2022-04-11 00:00:00,Active,,3.52,Commission,0.015,
532,Christopher Cox,Cashier,966.0,,,1706,2023-05-31 00:00:00,Terminated,2023-10-06 00:00:00,2.38,Commission,0.0125,
533,Jacob King,Cashier,966.0,,,1706,2020-07-15 00:00:00,Terminated,2022-11-27 00:00:00,5.25,Commission,0.0175,
534,Kathleen Hernandez,Cashier,966.0,,,1706,2023-11-29 00:00:00,Active,,1.88,Commission,0.0125,
535,Richard Walker,Cashier,966.0,,,1706,2025-02-23 00:00:00,Terminated,2025-02-25 00:00:00,0.64,Commission,0.01,
536,Kathleen Lewis,Cashier,966.0,,,1706,2020-07-14 00:00:00,Terminated,2024-03-28 00:00:00,5.26,Commission,0.0175,
537,Brandon Davis,Cashier,241.0,,,1707,2017-04-26 00:00:00,Terminated,2021-04-10 00:00:00,8.47,Commission,0.0175,
538,Susan Hall,Ambassador,241.0,,,1707,2023-04-23 00:00:00,Active,,2.48,Commission,0.025,
539,Pamela Howard,Ambassador,241.0,,,1707,2023-07-30 00:00:00,Active,,2.22,Commission,0.025,
540,Angela Bailey,Ambassador,241.0,,,1707,2013-03-09 00:00:00,Active,,12.61,Commission,0.035,
541,Gary Turner,Ambassador,241.0,,,1707,2019-05-23 00:00:00,Active,,6.4,Commission,0.035,
542,Brian Cruz,Ambassador,177.0,,,1708,2018-07-20 00:00:00,Active,,7.24,Commission,0.035,
543,Jennifer Wilson,Ambassador,177.0,,,1708,2017-07-26 00:00:00,Terminated,2024-07-21 00:00:00,8.22,Commission,0.035,
544,Emily Rivera,Ambassador,177.0,,,1708,2017-08-06 00:00:00,Active,,8.19,Commission,0.035,
545,Christopher Green,Cashier,177.0,,,1708,2023-09-23 00:00:00,Active,,2.06,Commission,0.0125,
546,Larry Rodriguez,Senior Ambassador,177.0,,,1708,2018-10-05 00:00:00,Terminated,2025-08-23 00:00:00,7.03,Commission,0.045,
547,Cynthia Rodriguez,Senior Ambassador,177.0,,,1708,2021-09-15 00:00:00,Active,,4.09,Commission,0.04,
548,Justin Wright,Cashier,177.0,,,1708,2020-12-11 00:00:00,Active,,4.85,Commission,0.015,
549,Anthony Nelson,Lead,177.0,,,1708,2021-01-21 00:00:00,Active,,4.73,Commission,0.05,
550,Laura Morris,Lead,177.0,,,1708,2018-08-24 00:00:00,Terminated,2018-10-26 00:00:00,7.15,Commission,0.06,
551,Jessica Thomas,Ambassador,177.0,,,1708,2024-05-22 00:00:00,Active,,1.4,Commission,0.025,
552,Jonathan Peterson,Senior Ambassador,177.0,,,1708,2018-05-07 00:00:00,Active,,7.44,Commission,0.045,
553,Amy White,Ambassador,305.0,,,1709,2024-09-04 00:00:00,Active,,1.11,Commission,0.025,
554,Nicole Thompson,Cashier,305.0,,,1709,2016-10-17 00:00:00,Active,,9.0,Commission,0.0175,
555,Kevin King,Cashier,305.0,,,1709,2016-10-08 00:00:00,Terminated,2025-02-19 00:00:00,9.02,Commission,0.0175,
556,Angela Lee,Cashier,305.0,,,1709,2022-04-10 00:00:00,Active,,3.52,Commission,0.015,
557,John Bailey,Ambassador,305.0,,,1709,2019-09-04 00:00:00,Active,,6.12,Commission,0.035,
558,Brian King,Senior Ambassador,305.0,,,1709,2012-10-24 00:00:00,Active,,12.98,Commission,0.045,
559,Robert Martin,Senior Ambassador,305.0,,,1709,2023-06-08 00:00:00,Active,,2.36,Commission,0.035,
560,Cynthia Rivera,Lead,305.0,,,1709,2017-05-29 00:00:00,Active,,8.38,Commission,0.06,
561,Stephen Reyes,Lead,537.0,,,1710,2018-03-06 00:00:00,Active,,7.61,Commission,0.06,
562,Carol Davis,Cashier,537.0,,,1710,2024-06-22 00:00:00,Active,,1.32,Commission,0.0125,
563,Dorothy Rodriguez,Cashier,537.0,,,1710,2019-09-20 00:00:00,Active,,6.07,Commission,0.0175,
564,Nancy Moore,Cashier,537.0,,,1710,2018-09-14 00:00:00,Active,,7.09,Commission,0.0175,
565,Karen Turner,Cashier,537.0,,,1710,2022-11-14 00:00:00,Active,,2.92,Commission,0.0125,
566,Amy Harris,Cashier,537.0,,,1710,2019-04-05 00:00:00,Terminated,2022-05-25 00:00:00,6.53,Commission,0.0175,
567,Eric Young,Cashier,537.0,,,1710,2024-08-14 00:00:00,Active,,1.17,Commission,0.0125,
568,Paul Nguyen,Cashier,537.0,,,1710,2025-01-27 00:00:00,Active,,0.72,Commission,0.01,
569,Deborah Morales,Cashier,537.0,,,1710,2019-11-20 00:00:00,Active,,5.91,Commission,0.0175,
570,Andrew Kelly,Ambassador,657.0,,,1711,2022-02-03 00:00:00,Active,,3.7,Commission,0.03,
571,Emma Edwards,Cashier,657.0,,,1711,2025-02-15 00:00:00,Active,,0.67,Commission,0.01,
572,Brenda Richardson,Ambassador,657.0,,,1711,2023-03-12 00:00:00,Active,,2.6,Commission,0.025,
573,Laura Lee,Senior Ambassador,657.0,,,1711,2021-03-17 00:00:00,Active,,4.58,Commission,0.04,
574,Lisa Baker,Cashier,657.0,,,1711,2020-02-23 00:00:00,Terminated,2021-01-30 00:00:00,5.65,Commission,0.0175,
575,Christopher Taylor,Lead,657.0,,,1711,2020-05-07 00:00:00,Active,,5.44,Commission,0.06,
576,Mark Thompson,Cashier,657.0,,,1711,2025-05-11 00:00:00,Active,,0.43,Commission,0.01,
577,Joshua Stewart,Ambassador,657.0,,,1711,2020-06-09 00:00:00,Active,,5.35,Commission,0.035,
578,Cynthia Adams,Cashier,657.0,,,1711,2024-03-09 00:00:00,Active,,1.6,Commission,0.0125,
579,Ryan Jackson,Cashier,584.0,,,1712,2014-07-22 00:00:00,Active,,11.24,Commission,0.0175,
580,Kenneth Smith,Cashier,584.0,,,1712,2023-02-17 00:00:00,Active,,2.66,Commission,0.0125,
581,Mark Hall,Lead,584.0,,,1712,2015-11-16 00:00:00,Active,,9.92,Commission,0.06,
582,Michelle Brown,Ambassador,584.0,,,1712,2025-07-29 00:00:00,Active,,0.22,Commission,0.02,
583,Dorothy Moore,Cashier,584.0,,,1712,2014-02-17 00:00:00,Active,,11.66,Commission,0.0175,
584,Ronald Ramirez,Ambassador,584.0,,,1712,2019-03-13 00:00:00,Active,,6.6,Commission,0.035,
585,James Anderson,Cashier,584.0,,,1712,2024-05-14 00:00:00,Terminated,2025-05-08 00:00:00,1.42,Commission,0.0125,
586,Stephen Stewart,Ambassador,584.0,,,1712,2024-03-21 00:00:00,Active,,1.57,Commission,0.025,
587,Kenneth Bailey,Ambassador,584.0,,,1712,2023-05-14 00:00:00,Active,,2.43,Commission,0.025,
588,Ashley Sanchez,Ambassador,584.0,,,1712,2019-10-05 00:00:00,Active,,6.03,Commission,0.035,
589,Elizabeth Cooper,Ambassador,302.0,,,1713,2017-07-01 00:00:00,Active,,8.29,Commission,0.035,
590,Elizabeth Flores,Cashier,302.0,,,1713,2024-11-28 00:00:00,Active,,0.88,Commission,0.01,
591,Lisa Sanchez,Cashier,302.0,,,1713,2017-09-20 00:00:00,Active,,8.07,Commission,0.0175,
592,Amanda Rogers,Senior Ambassador,302.0,,,1713,2021-01-10 00:00:00,Active,,4.76,Commission,0.04,
593,Anthony Jackson,Cashier,302.0,,,1713,2022-01-12 00:00:00,Active,,3.76,Commission,0.015,
594,Helen Rogers,Ambassador,302.0,,,1713,2019-01-11 00:00:00,Active,,6.76,Commission,0.035,
595,John Clark,Cashier,302.0,,,1713,2023-08-19 00:00:00,Terminated,2024-06-27 00:00:00,2.16,Commission,0.0125,
596,James Davis,Cashier,302.0,,,1713,2018-09-02 00:00:00,Active,,7.12,Commission,0.0175,
597,Linda Collins,Ambassador,302.0,,,1713,2023-02-14 00:00:00,Active,,2.67,Commission,0.025,
598,Barbara Davis,Lead,302.0,,,1713,2017-06-06 00:00:00,Active,,8.36,Commission,0.06,
599,Margaret Hall,Ambassador,115.0,,,1714,2020-03-07 00:00:00,Terminated,2025-07-29 00:00:00,5.61,Commission,0.035,
600,Gary Davis,Cashier,115.0,,,1714,2021-09-06 00:00:00,Active,,4.11,Commission,0.015,
601,Timothy Cox,Cashier,115.0,,,1714,2023-02-26 00:00:00,Active,,2.64,Commission,0.0125,
602,William Hill,Cashier,115.0,,,1714,2018-04-09 00:00:00,Active,,7.52,Commission,0.0175,
603,Sharon Morales,Cashier,115.0,,,1714,2024-10-28 00:00:00,Active,,0.97,Commission,0.01,
604,Helen Perez,Ambassador,115.0,,,1714,2023-05-11 00:00:00,Active,,2.43,Commission,0.025,
605,Kenneth Cox,Cashier,115.0,,,1714,2024-09-10 00:00:00,Active,,1.1,Commission,0.0125,
606,Donna Howard,Cashier,443.0,,,1715,2021-05-03 00:00:00,Terminated,2022-04-22 00:00:00,4.45,Commission,0.015,
607,Larry Clark,Cashier,443.0,,,1715,2022-05-30 00:00:00,Active,,3.38,Commission,0.015,
608,Kimberly Ward,Cashier,443.0,,,1715,2025-03-12 00:00:00,Terminated,2025-08-10 00:00:00,0.6,Commission,0.01,
609,Shirley Adams,Cashier,443.0,,,1715,2023-11-28 00:00:00,Active,,1.88,Commission,0.0125,
610,Jeffrey Baker,Ambassador,443.0,,,1715,2021-10-14 00:00:00,Active,,4.01,Commission,0.03,
611,Deborah Ramos,Senior Ambassador,443.0,,,1715,2023-12-25 00:00:00,Active,,1.81,Commission,0.035,
612,Paul Lee,Cashier,443.0,,,1715,2019-09-09 00:00:00,Terminated,2024-10-13 00:00:00,6.1,Commission,0.0175,
613,Jessica Smith,Ambassador,734.0,,,1716,2022-11-30 00:00:00,Terminated,2023-02-11 00:00:00,2.88,Commission,0.025,
614,Kenneth Young,Ambassador,734.0,,,1716,2024-06-07 00:00:00,Active,,1.36,Commission,0.025,
615,Shirley Kim,Cashier,734.0,,,1716,2014-11-11 00:00:00,Active,,10.93,Commission,0.0175,
616,Jonathan Bailey,Cashier,734.0,,,1716,2022-08-01 00:00:00,Active,,3.21,Commission,0.015,
617,Melissa Walker,Cashier,734.0,,,1716,2021-08-11 00:00:00,Terminated,2023-04-07 00:00:00,4.18,Commission,0.015,
618,Jason Taylor,Ambassador,734.0,,,1716,2023-09-05 00:00:00,Active,,2.11,Commission,0.025,
619,Sandra Murphy,Ambassador,734.0,,,1716,2023-12-02 00:00:00,Active,,1.87,Commission,0.025,
620,Mary Edwards,Senior Ambassador,734.0,,,1716,2022-11-28 00:00:00,Terminated,2024-02-28 00:00:00,2.88,Commission,0.035,
621,Jeffrey Cruz,Ambassador,734.0,,,1716,2024-08-08 00:00:00,Active,,1.19,Commission,0.025,
622,Patricia Nguyen,Cashier,734.0,,,1716,2019-09-13 00:00:00,Terminated,2023-04-23 00:00:00,6.09,Commission,0.0175,
623,Jennifer Harris,Ambassador,895.0,,,1717,2019-05-04 00:00:00,Active,,6.45,Commission,0.035,
624,Brandon White,Ambassador,895.0,,,1717,2018-02-05 00:00:00,Active,,7.69,Commission,0.035,
625,Karen Ramos,Cashier,895.0,,,1717,2020-06-17 00:00:00,Active,,5.33,Commission,0.0175,
626,Elizabeth Lee,Cashier,895.0,,,1717,2025-03-18 00:00:00,Terminated,2025-07-06 00:00:00,0.58,Commission,0.01,
627,David Carter,Cashier,895.0,,,1717,2015-12-19 00:00:00,Terminated,2025-08-29 00:00:00,9.83,Commission,0.0175,
628,George Walker,Ambassador,895.0,,,1717,2021-01-20 00:00:00,Terminated,2022-07-10 00:00:00,4.74,Commission,0.03,
629,Elizabeth Mitchell,Cashier,895.0,,,1717,2017-10-24 00:00:00,Active,,7.98,Commission,0.0175,
630,Nicole Roberts,Cashier,895.0,,,1717,2021-10-30 00:00:00,Active,,3.96,Commission,0.015,
631,Amanda Allen,Cashier,895.0,,,1717,2019-02-28 00:00:00,Terminated,2025-09-06 00:00:00,6.63,Commission,0.0175,
632,Steven Sanchez,Lead,895.0,,,1717,2017-12-24 00:00:00,Terminated,2022-04-15 00:00:00,7.81,Commission,0.06,
633,Mary Morales,Cashier,895.0,,,1717,2016-05-21 00:00:00,Active,,9.4,Commission,0.0175,
634,Sharon Morgan,Cashier,201.0,,,1718,2018-07-07 00:00:00,Active,,7.28,Commission,0.0175,
635,Donald Ramirez,Cashier,201.0,,,1718,2025-03-18 00:00:00,Terminated,2025-03-30 00:00:00,0.58,Commission,0.01,
636,Brenda Edwards,Lead,201.0,,,1718,2012-11-14 00:00:00,Active,,12.92,Commission,0.06,
637,Anna Clark,Cashier,201.0,,,1718,2023-02-03 00:00:00,Active,,2.7,Commission,0.0125,
638,Deborah Taylor,Senior Ambassador,201.0,,,1718,2022-11-25 00:00:00,Active,,2.89,Commission,0.035,
639,Stephen Murphy,Cashier,201.0,,,1718,2024-06-18 00:00:00,Terminated,2024-10-19 00:00:00,1.33,Commission,0.0125,
640,Dorothy Clark,Senior Ambassador,741.0,,,1719,2020-10-14 00:00:00,Active,,5.01,Commission,0.045,
641,Emma Thompson,Cashier,741.0,,,1719,2021-01-28 00:00:00,Active,,4.72,Commission,0.015,
642,Joseph Brown,Cashier,741.0,,,1719,2023-04-23 00:00:00,Terminated,2024-01-24 00:00:00,2.48,Commission,0.0125,
643,Angela Davis,Ambassador,741.0,,,1719,2020-10-10 00:00:00,Terminated,2025-06-09 00:00:00,5.02,Commission,0.035,
644,Jessica Williams,Ambassador,741.0,,,1719,2020-10-14 00:00:00,Active,,5.01,Commission,0.035,
645,Kimberly Roberts,Lead,741.0,,,1719,2019-11-13 00:00:00,Active,,5.93,Commission,0.06,
646,Scott Ward,Ambassador,741.0,,,1719,2025-04-13 00:00:00,Active,,0.51,Commission,0.02,
647,William Thomas,Ambassador,741.0,,,1719,2024-01-23 00:00:00,Active,,1.73,Commission,0.025,
648,Jessica Baker,Senior Ambassador,664.0,,,1720,2021-03-18 00:00:00,Active,,4.58,Commission,0.04,
649,Kenneth Morgan,Cashier,664.0,,,1720,2021-11-03 00:00:00,Active,,3.95,Commission,0.015,
650,Nancy Stewart,Cashier,664.0,,,1720,2024-05-13 00:00:00,Terminated,2025-10-02 00:00:00,1.43,Commission,0.0125,
651,Paul Rogers,Ambassador,664.0,,,1720,2025-07-15 00:00:00,Active,,0.26,Commission,0.02,
652,Pamela Perez,Ambassador,664.0,,,1720,2023-07-14 00:00:00,Active,,2.26,Commission,0.025,
653,Joseph Ramos,Senior Ambassador,664.0,,,1720,2024-09-01 00:00:00,Active,,1.12,Commission,0.035,
654,Elizabeth Richardson,Senior Ambassador,664.0,,,1720,2024-02-03 00:00:00,Active,,1.7,Commission,0.035,
655,Sharon Wilson,Cashier,664.0,,,1720,2019-09-09 00:00:00,Terminated,2021-11-01 00:00:00,6.1,Commission,0.0175,
656,Jacob Flores,Senior Ambassador,664.0,,,1720,2021-04-01 00:00:00,Active,,4.54,Commission,0.04,
657,Michael Jones,Lead,664.0,,,1720,2020-08-04 00:00:00,Terminated,2022-12-08 00:00:00,5.2,Commission,0.06,
658,Margaret Lee,Ambassador,326.0,,,1721,2017-06-23 00:00:00,Active,,8.32,Commission,0.035,
659,Kenneth Gonzalez,Lead,326.0,,,1721,2022-03-21 00:00:00,Terminated,2025-07-26 00:00:00,3.57,Commission,0.05,
660,Kenneth Robinson,Ambassador,326.0,,,1721,2021-09-03 00:00:00,Active,,4.12,Commission,0.03,
661,Helen Flores,Cashier,326.0,,,1721,2025-09-04 00:00:00,Active,,0.12,Commission,0.01,
662,Matthew Thompson,Ambassador,326.0,,,1721,2018-08-10 00:00:00,Active,,7.18,Commission,0.035,
663,Joseph Wright,Cashier,326.0,,,1721,2022-07-13 00:00:00,Active,,3.26,Commission,0.015,
664,Cynthia Hernandez,Ambassador,561.0,,,1722,2016-11-07 00:00:00,Terminated,2024-09-26 00:00:00,8.94,Commission,0.035,
665,Charles Moore,Senior Ambassador,561.0,,,1722,2021-02-19 00:00:00,Terminated,2023-12-02 00:00:00,4.65,Commission,0.04,
666,Kenneth Morris,Cashier,561.0,,,1722,2024-10-24 00:00:00,Active,,0.98,Commission,0.01,
667,Sandra Ramos,Ambassador,561.0,,,1722,2011-09-02 00:00:00,Active,,14.12,Commission,0.035,
668,Daniel Martinez,Ambassador,561.0,,,1722,2017-01-14 00:00:00,Active,,8.75,Commission,0.035,
669,Justin Martinez,Ambassador,889.0,,,1723,2017-03-07 00:00:00,Terminated,2017-05-30 00:00:00,8.61,Commission,0.035,
670,Emily Walker,Cashier,889.0,,,1723,2021-11-14 00:00:00,Active,,3.92,Commission,0.015,
671,Elizabeth King,Ambassador,889.0,,,1723,2025-07-29 00:00:00,Active,,0.22,Commission,0.02,
672,Sarah Davis,Cashier,889.0,,,1723,2014-10-31 00:00:00,Active,,10.96,Commission,0.0175,
673,Deborah Mitchell,Ambassador,889.0,,,1723,2015-01-21 00:00:00,Terminated,2023-04-16 00:00:00,10.74,Commission,0.035,
674,James Williams,Cashier,889.0,,,1723,2024-09-24 00:00:00,Active,,1.06,Commission,0.0125,
675,Ashley Stewart,Cashier,889.0,,,1723,2018-04-15 00:00:00,Active,,7.5,Commission,0.0175,
676,Brenda Howard,Ambassador,83.0,,,1724,2020-07-30 00:00:00,Active,,5.21,Commission,0.035,
677,Stephen Cook,Ambassador,83.0,,,1724,2023-03-03 00:00:00,Terminated,2025-01-31 00:00:00,2.62,Commission,0.025,
678,Pamela Richardson,Ambassador,83.0,,,1724,2020-11-22 00:00:00,Active,,4.9,Commission,0.03,
679,Andrew Hall,Ambassador,83.0,,,1724,2020-06-25 00:00:00,Terminated,2022-02-22 00:00:00,5.31,Commission,0.035,
680,Jeffrey Taylor,Cashier,83.0,,,1724,2023-08-17 00:00:00,Active,,2.17,Commission,0.0125,
681,Linda Johnson,Cashier,83.0,,,1724,2024-09-22 00:00:00,Active,,1.07,Commission,0.0125,
682,Melissa Lewis,Ambassador,83.0,,,1724,2021-09-27 00:00:00,Active,,4.05,Commission,0.03,
683,David Diaz,Ambassador,83.0,,,1724,2025-05-28 00:00:00,Active,,0.39,Commission,0.02,
684,Melissa Turner,Ambassador,182.0,,,1725,2016-03-03 00:00:00,Active,,9.62,Commission,0.035,
685,Timothy Reed,Cashier,182.0,,,1725,2015-09-17 00:00:00,Active,,10.08,Commission,0.0175,
686,Jason Ramos,Ambassador,182.0,,,1725,2018-08-12 00:00:00,Active,,7.18,Commission,0.035,
687,Jonathan Parker,Cashier,182.0,,,1725,2020-09-06 00:00:00,Active,,5.11,Commission,0.0175,
688,Michael Hernandez,Cashier,182.0,,,1725,2020-06-01 00:00:00,Active,,5.37,Commission,0.0175,
689,Jessica Adams,Ambassador,972.0,,,1726,2023-06-13 00:00:00,Terminated,2025-09-26 00:00:00,2.34,Commission,0.025,
690,Michelle Morgan,Cashier,972.0,,,1726,2022-02-14 00:00:00,Active,,3.67,Commission,0.015,
691,Kimberly Wilson,Ambassador,972.0,,,1726,2024-08-02 00:00:00,Active,,1.21,Commission,0.025,
692,James Walker,Ambassador,972.0,,,1726,2020-08-17 00:00:00,Terminated,2022-04-25 00:00:00,5.16,Commission,0.035,
693,Nicole King,Senior Ambassador,972.0,,,1726,2022-09-02 00:00:00,Active,,3.12,Commission,0.04,
694,Eric Smith,Cashier,12.0,,,1727,2025-02-19 00:00:00,Active,,0.65,Commission,0.01,
695,Jacob Walker,Cashier,12.0,,,1727,2025-07-12 00:00:00,Active,,0.26,Commission,0.01,
696,Amy Davis,Cashier,12.0,,,1727,2024-04-27 00:00:00,Active,,1.47,Commission,0.0125,
697,Nicole Davis,Ambassador,12.0,,,1727,2017-05-03 00:00:00,Active,,8.45,Commission,0.035,
698,Nancy Turner,Ambassador,12.0,,,1727,2017-08-27 00:00:00,Terminated,2025-04-19 00:00:00,8.14,Commission,0.035,
699,Brenda Flores,Ambassador,12.0,,,1727,2021-04-01 00:00:00,Active,,4.54,Commission,0.03,
700,Donald Scott,Ambassador,973.0,,,1728,2018-06-08 00:00:00,Active,,7.36,Commission,0.035,
