Date Value,Order ID,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Manufacturer,Product Name,TY Sales,LY Sales,LLY Sales,TY Quantity,LY Quantity,LLY Quantity,LY Discount,LLY Discount,TY Discount,LY Profit,TY Profit,LLY Profit
3/22/2025,US-2023-131275,3/24/2023,Standard Class,SC-20050,Sample Company A,Home Office,United States,Burbank,California,91505,West,TEC-MA-10001148,Technology,Machines,Other,Swingline SM12-08 MicroCut Jam Free Shredder,0,0,1279.968,0,0,4,0,0.2,0,0,0,415.9896
9/16/2026,US-2026-141446,9/18/2026,Second Class,CL-12700,Craig Leslie,Home Office,United States,Florence,Kentucky,41042,South,TEC-AC-10002305,Technology,Accessories,KeyTronic,KeyTronic E03601U1 - Keyboard - Beige,18,0,0,1,0,0,0,0,0,0,3.24,0
9/4/2026,US-2026-102750,9/8/2026,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Los Angeles,California,90036,West,FUR-TA-10000198,Furniture,Tables,Chromcraft,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,0,0,3,0,0,0,0,0.2,0,-99.1764,0
12/5/2026,US-2026-126053,12/8/2026,First Class,CS-11950,Carlos Soltero,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001934,Furniture,Furnishings,Other,Magnifier Swing Arm Lamp,41.96,0,0,2,0,0,0,0,0,0,10.9096,0
11/20/2024,US-2024-100454,11/25/2024,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10035,East,OFF-AR-10002578,Office Supplies,Art,Newell,Newell 335,11.52,0,0,4,0,0,0,0,0,0,3.3408,0
6/23/2024,US-2024-106187,6/29/2024,Standard Class,RF-19345,Randy Ferguson,Corporate,United States,East Point,Georgia,30344,South,OFF-BI-10004519,Office Supplies,Binders,GBC,GBC DocuBind P100 Manual Binding Machine,165.98,0,0,1,0,0,0,0,0,0,74.691,0
12/28/2024,US-2023-154158,12/27/2023,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,OFF-ST-10000078,Office Supplies,Storage,Tennsco,Tennsco 6- and 18-Compartment Lockers,0,424.272,0,0,2,0,0.2,0,0,-10.6068,0,0
4/23/2026,US-2026-146360,4/25/2026,Second Class,SC-20305,Sean Christensen,Consumer,United States,Lawrence,Indiana,46226,Central,TEC-AC-10003590,Technology,Accessories,Other,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",155.34,0,0,6,0,0,0,0,0,0,55.9224,0
5/26/2024,US-2023-127166,5/23/2023,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Houston,Texas,77070,Central,OFF-PA-10001560,Office Supplies,Paper,Adams,"Adams Telephone Message Books, 5 1/4” x 11”",0,4.832,0,0,1,0,0.2,0,0,1.6308,0,0
8/8/2025,US-2024-131338,8/12/2024,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,TEC-AC-10002600,Technology,Accessories,Belkin,Belkin QODE FastFit Bluetooth Keyboard,0,247.8,0,0,4,0,0,0,0,34.692,0,0
3/28/2024,US-2023-120838,3/26/2023,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Los Angeles,California,90036,West,OFF-ST-10000585,Office Supplies,Storage,Other,Economy Rollaway Files,0,330.4,0,0,2,0,0,0,0,85.904,0,0
3/5/2026,US-2026-161046,3/5/2026,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671,South,OFF-BI-10002026,Office Supplies,Binders,Ibico,Ibico Recycled Linen-Style Covers,234.36,0,0,6,0,0,0,0,0,0,112.4928,0
12/9/2025,US-2025-161844,12/14/2025,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,37064,South,OFF-BI-10003712,Office Supplies,Binders,Acco,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946,0,0,2,0,0,0,0,0.7,0,-2.0622,0
3/21/2025,US-2024-117884,3/22/2024,Same Day,DC-13285,Debra Catini,Consumer,United States,Plantation,Florida,33317,South,TEC-AC-10002567,Technology,Accessories,Logitech,Logitech G602 Wireless Gaming Mouse,0,447.944,0,0,7,0,0.2,0,0,89.5888,0,0
1/2/2024,US-2024-104514,1/4/2024,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-AR-10001473,Office Supplies,Art,Newell,Newell 313,9.84,0,0,3,0,0,0,0,0,0,2.6568,0
3/31/2026,US-2025-149902,4/6/2025,Standard Class,DW-13540,Don Weiss,Consumer,United States,New York City,New York,10024,East,OFF-AR-10002956,Office Supplies,Art,Boston,Boston 16801 Nautilus Battery Pencil Sharpener,0,88.04,0,0,4,0,0,0,0,22.8904,0,0
8/13/2025,US-2025-156692,8/13/2025,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Kenner,Louisiana,70065,South,TEC-AC-10000158,Technology,Accessories,Sony,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,0,0,2,0,0,0,0,0,0,15.1158,0
12/7/2024,US-2024-134894,12/11/2024,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Henderson,Kentucky,42420,South,OFF-AP-10001271,Office Supplies,Appliances,Eureka,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,0,0,3,0,0,0,0,0,0,41.2938,0
4/20/2025,US-2024-107678,4/28/2024,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001891,Furniture,Chairs,Global,Global Deluxe Office Fabric Chairs,0,191.96,0,0,2,0,0,0,0,51.8292,0,0
9/21/2025,US-2023-103940,9/21/2023,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10004671,Furniture,Furnishings,Executive Impressions,"Executive Impressions 12"" Wall Clock",0,0,35.34,0,0,2,0,0,0,0,0,13.4292
11/13/2024,US-2024-115798,11/19/2024,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10003691,Technology,Phones,Other,BlackBerry Q10,377.97,0,0,3,0,0,0,0,0,0,94.4925,0
10/31/2025,US-2024-108119,11/8/2024,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,Conway,Arkansas,72032,South,FUR-TA-10002530,Furniture,Tables,Iceberg,"Iceberg OfficeWorks 42"" Round Tables",0,301.96,0,0,2,0,0,0,0,45.294,0,0
12/8/2026,US-2026-117457,12/12/2026,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,FUR-CH-10003956,Furniture,Chairs,Novimex,Novimex High-Tech Fabric Mesh Task Chair,113.568,0,0,2,0,0,0,0,0.2,0,-18.4548,0
4/15/2025,US-2024-137974,4/18/2024,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,OFF-BI-10001036,Office Supplies,Binders,Cardinal,Cardinal EasyOpen D-Ring Binders,0,9.14,0,0,1,0,0,0,0,4.57,0,0
5/6/2026,US-2025-128818,5/11/2025,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,OFF-LA-10003923,Office Supplies,Labels,Other,Alphabetical Labels for Top Tab Filing,0,44.4,0,0,3,0,0,0,0,22.2,0,0
11/24/2024,US-2023-100972,11/24/2023,Second Class,DB-13360,Dennis Bolton,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-PA-10000357,Office Supplies,Paper,Xerox,Xerox 1888,0,166.44,0,0,3,0,0,0,0,79.8912,0,0
5/9/2026,US-2026-118199,5/11/2026,First Class,LB-16795,Laurel Beltran,Home Office,United States,Seattle,Washington,98105,West,OFF-ST-10000604,Office Supplies,Storage,Other,Home/Office Personal File Carts,104.28,0,0,3,0,0,0,0,0,0,26.07,0
9/9/2026,US-2026-146213,9/14/2026,Standard Class,MC-17605,Matt Connell,Corporate,United States,Los Angeles,California,90032,West,TEC-AC-10001114,Technology,Accessories,Microsoft,Microsoft Wireless Mobile Mouse 4000,159.96,0,0,4,0,0,0,0,0,0,51.1872,0
6/10/2025,US-2023-133270,6/9/2023,First Class,BM-11785,Bryan Mills,Consumer,United States,Rochester,New York,14609,East,OFF-AR-10002656,Office Supplies,Art,Sanford,Sanford Liquid Accent Highlighters,0,0,13.36,0,0,2,0,0,0,0,0,4.9432
6/11/2024,US-2023-133270,6/9/2023,First Class,BM-11785,Bryan Mills,Consumer,United States,Rochester,New York,14609,East,OFF-AR-10002656,Office Supplies,Art,Sanford,Sanford Liquid Accent Highlighters,0,13.36,0,0,2,0,0,0,0,4.9432,0,0
12/1/2024,US-2023-124730,11/26/2023,Same Day,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501,East,OFF-BI-10001078,Office Supplies,Binders,Acco,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",0,12.912,0,0,3,0,0.2,0,0,4.6806,0,0
11/23/2026,US-2026-156622,11/26/2026,First Class,JP-15460,Jennifer Patt,Corporate,United States,Dallas,Texas,75220,Central,OFF-PA-10000477,Office Supplies,Paper,Xerox,Xerox 22,36.288,0,0,7,0,0,0,0,0.2,0,12.7008,0
7/31/2024,US-2023-126760,8/2/2023,Standard Class,KM-16720,Kunst Miller,Consumer,United States,North Las Vegas,Nevada,89031,West,FUR-CH-10003312,Furniture,Chairs,Hon,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,0,674.352,0,0,3,0,0.2,0,0,-109.5822,0,0
9/29/2026,US-2026-148138,10/3/2026,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Marion,Ohio,43302,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes,Fellowes Bankers Box Stor/Drawer Steel Plus,51.168,0,0,2,0,0,0,0,0.2,0,-6.396,0
1/4/2026,US-2023-143231,1/3/2024,First Class,GM-14455,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,2038,East,TEC-AC-10000358,Technology,Accessories,Imation,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,0,0,113.97,0,0,3,0,0,0,0,0,27.3528
1/22/2026,US-2025-165505,1/27/2025,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Burlington,Vermont,5401,East,OFF-AR-10003477,Office Supplies,Art,Other,4009 Highlighters,0,8.04,0,0,6,0,0,0,0,2.7336,0,0
12/13/2024,US-2024-139962,12/20/2024,Standard Class,Dp-13240,Dean percer,Home Office,United States,Revere,Massachusetts,2151,East,OFF-PA-10004451,Office Supplies,Paper,Xerox,Xerox 222,19.44,0,0,3,0,0,0,0,0,0,9.3312,0
9/4/2026,US-2026-140326,9/6/2026,First Class,HW-14935,Helen Wasserman,Corporate,United States,Chicago,Illinois,60653,Central,OFF-PA-10004041,Office Supplies,Paper,Other,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",17.76,0,0,3,0,0,0,0,0.2,0,5.55,0
12/10/2023,US-2023-148488,12/15/2023,Standard Class,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004470,Office Supplies,Paper,Adams,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,0,0,2,0,0,0,0,0,0,5.2256,0
1/17/2026,US-2024-169677,1/15/2024,Second Class,KS-16300,Karen Seio,Corporate,United States,Columbus,Georgia,31907,South,OFF-LA-10003223,Office Supplies,Labels,Avery,Avery 508,0,0,9.82,0,0,2,0,0,0,0,0,4.8118
10/26/2024,US-2024-156146,10/30/2024,Second Class,AG-10495,Andrew Gjertsen,Corporate,United States,Peoria,Arizona,85345,West,TEC-PH-10001527,Technology,Phones,Plantronics,Plantronics MX500i Earset,68.72,0,0,2,0,0,0,0,0.2,0,-14.603,0
10/18/2023,US-2023-115084,10/22/2023,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Texarkana,Arkansas,71854,South,FUR-CH-10004626,Furniture,Chairs,Office Star,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,605.34,0,0,6,0,0,0,0,0,0,145.2816,0
1/26/2023,US-2023-155502,1/31/2023,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10001847,Furniture,Furnishings,Eldon,Eldon Image Series Black Desk Accessories,12.42,0,0,3,0,0,0,0,0,0,4.4712,0
2/27/2026,US-2024-132276,2/28/2024,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,New York City,New York,10024,East,OFF-BI-10002982,Office Supplies,Binders,Avery,Avery Self-Adhesive Photo Pockets for Polaroid Photos,0,0,10.896,0,0,2,0,0.2,0,0,0,3.8136
5/20/2026,US-2024-166604,5/20/2024,Second Class,AH-10690,Anna Häberlin,Corporate,United States,Roswell,Georgia,30076,South,OFF-EN-10004147,Office Supplies,Envelopes,Other,Wausau Papers Astrobrights Colored Envelopes,0,0,17.94,0,0,3,0,0,0,0,0,8.7906
8/27/2025,US-2023-112795,8/28/2023,Second Class,CR-12625,Corey Roper,Home Office,United States,Grand Rapids,Michigan,49505,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox,Xerox 1993,0,0,19.44,0,0,3,0,0,0,0,0,9.5256
6/1/2024,US-2023-139192,6/1/2023,Second Class,LC-16885,Lena Creighton,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10000486,Technology,Phones,Plantronics,Plantronics HL10 Handset Lifter,0,1113.504,0,0,12,0,0.2,0,0,125.2692,0,0
12/29/2024,US-2023-138247,12/29/2023,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10001530,Technology,Phones,Cisco,Cisco Unified IP Phone 7945G VoIP phone,0,818.376,0,0,3,0,0.2,0,0,51.1485,0,0
12/10/2025,US-2024-120572,12/15/2024,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10001098,Office Supplies,Binders,Acco,Acco D-Ring Binder w/DublLock,0,12.828,0,0,2,0,0.7,0,0,-8.9796,0,0
6/8/2024,US-2024-162201,6/12/2024,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-PA-10002581,Office Supplies,Paper,Xerox,Xerox 1951,173.488,0,0,7,0,0,0,0,0.2,0,54.215,0
5/2/2025,US-2023-140228,5/3/2023,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055,East,OFF-LA-10001613,Office Supplies,Labels,Avery,Avery File Folder Labels,0,0,6.912,0,0,3,0,0.2,0,0,0,2.5056
10/3/2025,US-2025-101672,10/7/2025,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Lake Forest,California,92630,West,OFF-LA-10002271,Office Supplies,Labels,Smead,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,6.16,0,0,2,0,0,0,0,0,0,2.9568,0
4/18/2024,US-2024-113593,4/20/2024,First Class,NC-18415,Nathan Cano,Consumer,United States,Santa Maria,California,93454,West,OFF-ST-10000532,Office Supplies,Storage,Advantus,Advantus Rolling Drawer Organizers,115.44,0,0,3,0,0,0,0,0,0,30.0144,0
10/13/2024,US-2024-114300,10/17/2024,Standard Class,AF-10885,Art Foster,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001891,Furniture,Chairs,Global,Global Deluxe Office Fabric Chairs,287.94,0,0,3,0,0,0,0,0,0,77.7438,0
11/27/2024,US-2024-145184,11/29/2024,First Class,JD-16150,Justin Deggeller,Corporate,United States,Newark,Delaware,19711,East,TEC-PH-10002350,Technology,Phones,Apple,Apple EarPods with Remote and Mic,83.97,0,0,3,0,0,0,0,0,0,23.5116,0
10/12/2025,US-2023-142951,10/8/2023,Same Day,JG-15115,Jack Garza,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-AC-10002331,Technology,Accessories,Maxell,"Maxell 74 Minute CDR, 10/Pack",0,0,23.472,0,0,3,0,0.2,0,0,0,4.9878
7/17/2025,US-2025-139087,7/22/2025,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10004164,Furniture,Furnishings,Eldon,"Eldon 300 Class Desk Accessories, Black",24.75,0,0,5,0,0,0,0,0,0,10.89,0
5/16/2024,US-2023-152100,5/16/2023,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Huntsville,Texas,77340,Central,FUR-CH-10000015,Furniture,Chairs,Hon,Hon Multipurpose Stacking Arm Chairs,0,1212.96,0,0,8,0,0.3,0,0,-69.312000000,0,0
5/29/2023,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2024,US-2023-154599,4/17/2023,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan,O'Sullivan Living Dimensions 2-Shelf Bookcases,0,308.499,0,0,3,0,0.15,0,0,-18.147,0,0
11/29/2024,US-2023-100762,11/29/2023,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,OFF-AR-10000380,Office Supplies,Art,Hunt,"Hunt PowerHouse Electric Pencil Sharpener, Blue",0,151.92,0,0,4,0,0,0,0,45.576,0,0
2/27/2025,US-2023-103744,2/27/2023,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,Staple-on labels,0,0,6.936,0,0,3,0,0.2,0,0,0,2.3409
10/29/2025,US-2023-139542,10/29/2023,Standard Class,EH-14185,Evan Henry,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10000309,Office Supplies,Binders,GBC,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",0,0,13.698,0,0,3,0,0.7,0,0,0,-9.5886
11/22/2024,US-2023-119375,11/22/2023,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10002011,Office Supplies,Storage,Smead,Smead Adjustable Mobile File Trolley with Lockable Top,0,2934.33,0,0,7,0,0,0,0,792.2691,0,0
4/23/2026,US-2026-108553,4/29/2026,Standard Class,SK-19990,Sally Knutson,Consumer,United States,New York City,New York,10024,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,121.94,0,0,2,0,0,0,0,0,0,35.3626,0
11/29/2024,US-2024-129112,11/30/2024,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,75002,Central,OFF-BI-10000088,Office Supplies,Binders,GBC,GBC Imprintable Covers,8.784,0,0,4,0,0,0,0,0.8,0,-13.6152,0
4/26/2023,US-2023-116785,4/30/2023,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036,West,OFF-AR-10003504,Office Supplies,Art,Newell,Newell 347,21.4,0,0,5,0,0,0,0,0,0,6.206,0
8/24/2024,US-2023-121727,8/24/2023,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Columbus,Ohio,43229,East,OFF-AR-10004930,Office Supplies,Art,Other,Turquoise Lead Holder with Pocket Clip,0,10.72,0,0,2,0,0.2,0,0,1.742,0,0
11/10/2025,US-2025-119935,11/14/2025,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Springfield,Missouri,65807,Central,FUR-FU-10001085,Furniture,Furnishings,3M,3M Polarizing Light Filter Sleeves,37.3,0,0,2,0,0,0,0,0,0,17.158,0
7/2/2024,US-2024-140718,7/4/2024,First Class,FA-14230,Frank Atkinson,Corporate,United States,Raleigh,North Carolina,27604,South,TEC-PH-10003505,Technology,Phones,Other,Geemarc AmpliPOWER60,74.24,0,0,1,0,0,0,0,0.2,0,8.352000000,0
9/24/2025,US-2024-149083,9/30/2024,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-10004289,Furniture,Chairs,Global,Global Super Steno Chair,0,307.136,0,0,4,0,0.2,0,0,-11.5176,0,0
6/25/2024,US-2024-127110,7/1/2024,Standard Class,CH-12070,Cathy Hwang,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003309,Office Supplies,Paper,Xerox,Xerox 211,31.104,0,0,6,0,0,0,0,0.2,0,10.8864,0
10/15/2024,US-2024-123918,10/15/2024,Same Day,CG-12520,Claire Gute,Consumer,United States,Dallas,Texas,75217,Central,FUR-FU-10004952,Furniture,Furnishings,C-Line,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",131.376,0,0,6,0,0,0,0,0.6,0,-95.2476,0
11/11/2026,US-2026-148985,11/15/2026,Second Class,TB-21190,Thomas Brumley,Home Office,United States,Los Angeles,California,90045,West,FUR-FU-10001424,Furniture,Furnishings,DAX,Dax Clear Box Frame,34.92,0,0,4,0,0,0,0,0,0,11.8728,0
10/13/2025,US-2025-145583,10/19/2025,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-PA-10001736,Office Supplies,Paper,Xerox,Xerox 1880,35.44,0,0,1,0,0,0,0,0,0,16.6568,0
10/4/2023,US-2023-153479,10/8/2023,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,West,OFF-BI-10002867,Office Supplies,Binders,GBC,GBC Recycled Regency Composition Covers,95.648,0,0,2,0,0,0,0,0.2,0,31.0856,0
9/2/2025,US-2025-126732,9/6/2025,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10001889,Furniture,Furnishings,Ultra,Ultra Door Pull Handle,94.68,0,0,9,0,0,0,0,0,0,31.2444,0
11/24/2023,US-2023-167360,11/29/2023,Second Class,RB-19435,Richard Bierner,Consumer,United States,Saint Louis,Missouri,63116,Central,TEC-AC-10001772,Technology,Accessories,Memorex,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79,0,0,7,0,0,0,0,0,0,43.5981,0
1/4/2023,US-2023-112326,1/8/2023,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,OFF-LA-10003223,Office Supplies,Labels,Avery,Avery 508,11.784,0,0,3,0,0,0,0,0.2,0,4.2717,0
2/19/2025,US-2023-165568,2/19/2023,Standard Class,BF-11020,Barry Französisch,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10001031,Office Supplies,Binders,Pressboard,Pressboard Data Binders by Wilson Jones,0,0,21.36,0,0,5,0,0.2,0,0,0,7.209
12/30/2023,US-2023-166730,1/1/2024,First Class,DD-13570,Dorothy Dickinson,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10002554,Office Supplies,Storage,Tennsco,Tennsco Industrial Shelving,39.128,0,0,1,0,0,0,0,0.2,0,-8.8038,0
6/5/2026,US-2025-112830,6/10/2025,Standard Class,LP-17095,Liz Preis,Consumer,United States,Fairfield,Ohio,45014,East,FUR-FU-10004306,Furniture,Furnishings,Electrix,Electrix Halogen Magnifier Lamp,0,466.32,0,0,3,0,0.2,0,0,34.974,0,0
12/8/2026,US-2026-117457,12/12/2026,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,0,0,13,0,0,0,0,0.15,0,31.454800000,0
3/31/2026,US-2025-166674,4/3/2025,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes,Fellowes Bankers Box Recycled Super Stor/Drawer,0,161.94,0,0,3,0,0,0,0,9.716400000,0,0
9/11/2025,US-2023-131002,9/12/2023,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-FU-10004665,Furniture,Furnishings,3M,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",0,0,821.88,0,0,6,0,0,0,0,0,213.6888
1/25/2025,US-2024-168746,1/29/2024,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105,East,TEC-PH-10002555,Technology,Phones,Nortel,Nortel Meridian M5316 Digital phone,0,155.37,0,0,1,0,0.4,0,0,-36.253,0,0
3/13/2026,US-2026-105851,3/20/2026,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Denver,Colorado,80219,West,OFF-SU-10002881,Office Supplies,Supplies,Martin-Yale,Martin Yale Chadless Opener Electric Letter Opener,1332.496,0,0,2,0,0,0,0,0.2,0,-299.8116,0
3/18/2025,US-2025-120929,3/21/2025,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Memphis,Tennessee,38109,South,FUR-TA-10001857,Furniture,Tables,Balt,Balt Solid Wood Rectangular Table,189.882,0,0,3,0,0,0,0,0.4,0,-94.941,0
9/23/2023,US-2023-163650,9/25/2023,First Class,TT-21220,Thomas Thornton,Consumer,United States,Dover,Delaware,19901,East,OFF-AR-10002375,Office Supplies,Art,Newell,Newell 351,9.84,0,0,3,0,0,0,0,0,0,2.8536,0
7/13/2025,US-2023-165379,7/15/2023,Standard Class,BM-11650,Brian Moss,Corporate,United States,Dallas,Texas,75217,Central,OFF-PA-10003072,Office Supplies,Paper,Eureka,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",0,0,10.368,0,0,2,0,0.2,0,0,0,3.6288
1/3/2025,US-2023-102330,1/3/2024,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Brentwood,California,94513,West,OFF-LA-10003923,Office Supplies,Labels,Other,Alphabetical Labels for Top Tab Filing,0,88.8,0,0,6,0,0,0,0,44.4,0,0
4/5/2023,US-2023-102988,4/9/2023,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-PA-10003349,Office Supplies,Paper,Xerox,Xerox 1957,12.96,0,0,2,0,0,0,0,0,0,6.3504,0
12/14/2024,US-2023-138128,12/15/2023,Standard Class,FP-14320,Frank Preis,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-CO-10001766,Technology,Copiers,Canon,Canon PC940 Copier,0,1079.976,0,0,4,0,0.4,0,0,125.9972,0,0
1/4/2026,US-2023-133949,12/31/2023,Same Day,JL-15175,James Lanier,Home Office,United States,Reno,Nevada,89502,West,TEC-PH-10004908,Technology,Phones,Panasonic,Panasonic KX TS3282W Corded phone,0,0,475.944,0,0,7,0,0.2,0,0,0,59.493
5/26/2026,US-2025-101791,5/31/2025,Standard Class,BS-11665,Brian Stugart,Consumer,United States,Chicago,Illinois,60623,Central,FUR-FU-10002191,Furniture,Furnishings,G. E.,G.E. Halogen Desk Lamp Bulbs,0,5.584,0,0,2,0,0.6,0,0,-1.6752,0,0
6/26/2024,US-2023-128146,6/25/2023,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Lakewood,New Jersey,8701,East,TEC-PH-10004539,Technology,Phones,Other,Wireless Extenders zBoost YX545 SOHO Signal Booster,0,1322.93,0,0,7,0,0,0,0,357.1911,0,0
12/13/2025,US-2024-125066,12/18/2024,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Mississippi,39212,South,OFF-AR-10003582,Office Supplies,Art,Boston,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",0,56.3,0,0,2,0,0,0,0,15.764,0,0
9/6/2024,US-2024-133977,9/8/2024,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Tamarac,Florida,33319,South,OFF-BI-10003166,Office Supplies,Binders,GBC,GBC Plasticlear Binding Covers,3.444,0,0,1,0,0,0,0,0.7,0,-2.5256,0
